gene,pval,fdr,mean_dcm,mean_acm,log2fc
ENSG00000258272,0.0002003592787689273,1.0,0.7717528,1.6434544,-1.0905197
SLBP,0.0002003592787689273,1.0,3.131455,3.8775117,-0.308298
RNF216,0.00033311293710927336,1.0,5.067241,4.59035,0.14259624
LINC00616,0.00033311293710927336,1.0,1.5905364,2.3351202,-0.55398315
KLHL9,0.00046333633017270147,1.0,1.9717672,2.5984695,-0.39817274
IGF2R,0.0005026180674658163,1.0,4.7627525,5.2794104,-0.14858127
PDGFRL,0.0005449871441436784,1.0,1.4085896,2.1695807,-0.62316453
BEX4,0.0006398855023302344,1.0,3.1155179,3.7137454,-0.25340283
SRSF6,0.0006928996461457127,1.0,3.9283419,4.3349514,-0.14209533
ANKRD30B,0.0007499723708957964,1.0,1.6677712,2.6600056,-0.6735075
CBL,0.0008113853404447885,1.0,3.3298266,2.9066343,0.19609737
RBPMS2,0.0008774373787170261,1.0,3.9808042,3.6457183,0.1268568
VASP,0.0008774373787170261,1.0,2.8453627,2.3982048,0.24665749
LINC02770,0.000948445330493951,1.0,0.37927592,1.1148181,-1.5554861
ENSG00000225963,0.000948445330493951,1.0,0.49247837,1.2360101,-1.3275564
BMAL2,0.000948445330493951,1.0,2.649735,1.818012,0.5434861
SP1,0.0011066918304818351,1.0,2.7070558,2.4874952,0.122030854
CLTCL1,0.0011066918304818351,1.0,4.415267,4.0781264,0.11459398
A4GALT,0.001194662335285239,1.0,3.9129446,3.27543,0.25657034
HABP4,0.001194662335285239,1.0,3.595673,2.980749,0.27058697
USP37,0.001194662335285239,1.0,3.3106248,3.7610378,-0.1840272
UBALD2,0.001194662335285239,1.0,2.0359626,2.6349041,-0.3720392
LINC01266,0.001194662335285239,1.0,1.5630044,2.3845406,-0.60938925
EGLN1,0.001194662335285239,1.0,4.38024,4.9737306,-0.18331838
DAAM2,0.0012890545960774584,1.0,2.5336432,3.4778588,-0.45698583
FOXB1,0.0013902895122252497,1.0,0.85516465,1.6101677,-0.91293603
ENSG00000189229,0.0013902895122252497,1.0,1.7241797,2.7165985,-0.65589094
ENSG00000251293,0.0013902895122252497,1.0,1.0633944,1.7357509,-0.7068826
DSCAM,0.0013902895122252497,1.0,1.9767766,2.6143055,-0.4032777
ENSG00000259363,0.0014988117904697815,1.0,3.01918,1.6954756,0.8324664
LINC01414,0.0014988117904697815,1.0,1.9849868,2.5779092,-0.37707192
INTS6-AS1,0.0014988117904697815,1.0,2.7175512,3.3051121,-0.2823919
ENTPD3,0.0014988117904697815,1.0,1.8442273,2.5231042,-0.45218307
HNRNPH2,0.0014988117904697815,1.0,1.5820559,2.326196,-0.5561718
RDH14,0.0016150910113142188,1.0,2.4436197,3.1227112,-0.35377932
LINGO1,0.0016150910113142188,1.0,5.0528235,6.11712,-0.2757628
YJU2B,0.0016150910113142188,1.0,3.8740358,3.6199954,0.09784937
TMEM41B,0.0016150910113142188,1.0,4.013474,3.2499404,0.3044381
ZNF33B,0.0017396227234580145,1.0,3.091583,3.7375178,-0.27373457
SLC27A6,0.0017396227234580145,1.0,4.6707463,4.229574,0.14314055
CDCP1,0.0017396227234580145,1.0,1.0255878,1.8580455,-0.8573342
C12orf42-AS1,0.0017396227234580145,1.0,0.06995159,0.35900354,-2.3595529
DENND5A,0.0017396227234580145,1.0,4.6380267,4.4296923,0.06630468
PACS1,0.0017396227234580145,1.0,5.5773463,5.1815877,0.10618472
RUSC2,0.0018729295656111059,0.9618888054195931,3.9907453,3.5757258,0.15842211
STK39,0.0018729295656111059,0.9618888054195931,5.2015553,5.0126615,0.053366184
ENSG00000233656,0.0018729295656111059,0.9618888054195931,0.6504058,1.2806711,-0.9774868
LINC01392,0.0018729295656111059,0.9618888054195931,0.8308408,1.5121603,-0.8639662
CTBP2,0.0018729295656111059,0.9618888054195931,5.0898557,4.6812882,0.120719194
HNRNPH1,0.0020155624148932303,0.9356085686671691,4.6353464,5.030444,-0.11800861
TOR1AIP1,0.0020155624148932303,0.9356085686671691,3.3622622,3.8996456,-0.2139107
ARHGAP10,0.0020155624148932303,0.9356085686671691,5.810511,6.160468,-0.084374905
BTF3,0.0020155624148932303,0.9356085686671691,2.7773325,3.3280377,-0.26097178
C1QL1,0.0020155624148932303,0.9356085686671691,0.16215692,0.7520465,-2.2134244
ENSG00000284959,0.00216810156088918,0.9181339557323338,2.620539,3.3305235,-0.34588528
NAP1L4,0.00216810156088918,0.9181339557323338,4.4730296,4.2951703,0.058536768
ATP10B,0.00216810156088918,0.9181339557323338,1.7434971,2.296873,-0.39768696
MFSD8,0.00216810156088918,0.9181339557323338,3.380425,3.969065,-0.23159456
NAP1L1,0.00216810156088918,0.9181339557323338,4.4571657,4.281063,0.058157444
ACMSD,0.0023311579042899436,0.8931664999008041,1.2886775,1.9480262,-0.5961215
ENSG00000257737,0.0023311579042899436,0.8931664999008041,1.4084784,2.0783951,-0.5613322
HADHB,0.0023311579042899436,0.8931664999008041,5.6760426,6.115385,-0.10755777
RAD21,0.0023311579042899436,0.8931664999008041,3.6667366,4.039669,-0.13974035
RPS28,0.0023311579042899436,0.8931664999008041,2.7856593,3.3882477,-0.2825204
ENSG00000251216,0.0023311579042899436,0.8931664999008041,1.9344487,2.9053586,-0.5867935
PGGT1B,0.0023311579042899436,0.8931664999008041,3.2645543,3.606877,-0.14386427
ILDR2,0.002505374178902911,0.8828426559176419,3.4770925,3.1953926,0.12188816
LSAMP-AS1,0.002505374178902911,0.8828426559176419,0.9839043,1.7855647,-0.8597897
GNG10,0.002505374178902911,0.8828426559176419,0.08798523,0.36905274,-2.0684814
ENSG00000262801,0.002505374178902911,0.8828426559176419,1.2327164,1.8238852,-0.56517357
PM20D2,0.002691426195660984,0.9150090917023216,3.7104416,4.2843285,-0.20747805
FAM133A,0.0028900241071018948,0.955608245167473,0.6917695,1.468736,-1.0862107
EXOC3-AS1,0.0028900241071018948,0.955608245167473,1.7995598,1.2072713,0.5758937
SH2D1B,0.0028900241071018948,0.955608245167473,0.32120287,0.95569634,-1.5730644
RARA,0.0029942594017246882,0.9636724458510736,1.9376982,1.1420298,0.7627432
YIPF7,0.0031019136906239803,0.94181122848153,2.1851854,2.81407,-0.36490238
ENSG00000236358,0.0031019136906239803,0.94181122848153,0.50776327,1.1110556,-1.1297015
LINC03002,0.0031019136906239803,0.94181122848153,3.1210818,4.2287636,-0.43818963
METTL1,0.0031019136906239803,0.94181122848153,0.45898327,0.0,18.808084
PLPP3,0.0031019136906239803,0.94181122848153,4.4994917,5.0573545,-0.16862082
PROSER2-AS1,0.0031019136906239803,0.94181122848153,0.7070476,1.403459,-0.9891066
PHYKPL,0.0031019136906239803,0.94181122848153,4.425829,4.4037943,0.0072004795
ATP5MC3,0.0031019136906239803,0.94181122848153,4.448372,4.814715,-0.114172935
AHDC1,0.003327877648654892,0.9395124056518337,3.5091276,3.0530913,0.20084155
SSPN,0.003327877648654892,0.9395124056518337,3.4949892,2.8995092,0.26947916
GJC1,0.003327877648654892,0.9395124056518337,3.339125,2.915705,0.1956253
ENSG00000253354,0.003327877648654892,0.9395124056518337,1.1885366,1.9869156,-0.74134374
DLC1,0.003568736923694395,0.9466172732322561,6.1792784,6.6120887,-0.097667694
CELF5,0.003568736923694395,0.9466172732322561,1.3147471,1.8470505,-0.49043775
YARS1,0.003568736923694395,0.9466172732322561,3.6683116,3.2242632,0.18614662
STXBP1,0.003568736923694395,0.9466172732322561,3.3988302,2.8391478,0.25958025
CYCS,0.003568736923694395,0.9466172732322561,3.805035,4.296355,-0.17520332
FAM228A,0.003568736923694395,0.9466172732322561,0.18584853,0.5517092,-1.5697756
IGFBP6,0.003568736923694395,0.9466172732322561,1.0759637,1.6753384,-0.6388226
RPL22,0.0036950196324101042,0.9388461461801588,2.7317479,2.2643948,0.27069867
ENSG00000258637,0.0038253520260124923,0.9374248447095384,0.74323684,1.7040002,-1.1970304
ENSG00000248802,0.0038253520260124923,0.9374248447095384,1.6954051,2.3895938,-0.49513507
STEAP2,0.0038253520260124923,0.9374248447095384,1.7846715,2.4539015,-0.4594186
SNHG12,0.0038253520260124923,0.9374248447095384,1.9660414,2.5095081,-0.3521108
WNT9A,0.0038253520260124923,0.9374248447095384,3.5720701,4.6151557,-0.3696189
LAPTM4A,0.0038253520260124923,0.9374248447095384,3.3952184,3.6908686,-0.12045598
TBCCD1,0.003959848070264687,0.9370863992161668,2.51134,2.025288,0.31033003
ENSG00000259756,0.004098624371599606,0.9422151912540122,0.85938233,1.6000197,-0.8967168
WIPF3,0.004098624371599606,0.9422151912540122,3.307746,2.9827461,0.14920712
CCNH,0.004098624371599606,0.9422151912540122,4.873532,5.164911,-0.08377576
ATOSB,0.004098624371599606,0.9422151912540122,1.7825713,1.1707041,0.6065829
SYT1,0.004098624371599606,0.9422151912540122,1.4607683,1.9742148,-0.4345513
NES,0.004241800219307504,0.9480423490152271,2.2224352,1.4863077,0.5804083
DNAJC5,0.00438949762777718,0.9502573429532338,3.38481,3.069378,0.14112854
LINC00702,0.00438949762777718,0.9502573429532338,4.539002,5.200223,-0.19619823
DAB2IP,0.00438949762777718,0.9502573429532338,4.158445,3.8410406,0.114546776
MRAS,0.00438949762777718,0.9502573429532338,4.8118124,4.486322,0.10104704
LINC02580,0.00438949762777718,0.9502573429532338,0.14490534,0.45889103,-1.663034
CLPTM1L,0.00438949762777718,0.9502573429532338,1.9874994,1.4386814,0.46620703
PHLPP2,0.004541841378767608,0.9491858632094591,3.040159,2.5034647,0.2802205
GLYATL2,0.004541841378767608,0.9491858632094591,0.19636089,0.57474697,-1.5494146
DHX34,0.004698959063685258,0.9451956156602896,2.801187,2.5219142,0.15151906
SLC9C2,0.004698959063685258,0.9451956156602896,0.75378597,1.1703188,-0.6346741
PHLDB2,0.004698959063685258,0.9451956156602896,5.6743093,5.402966,0.070693254
PMEPA1,0.004698959063685258,0.9451956156602896,2.8548067,2.2497315,0.3436401
GNB1,0.004698959063685258,0.9451956156602896,4.3189473,4.091672,0.07798934
PSTK,0.004698959063685258,0.9451956156602896,2.1427553,2.518398,-0.23303914
TSHR,0.004698959063685258,0.9451956156602896,2.4519384,3.238816,-0.40154374
BHLHE41,0.004860981125842167,0.946244858190147,1.7409763,1.0078182,0.7886606
RNLS,0.005028040902668512,0.9518968730087258,3.782801,4.1563883,-0.13587558
OVCH1,0.005028040902668512,0.9518968730087258,0.69806075,1.4803491,-1.0845118
USP22,0.005028040902668512,0.9518968730087258,4.2730646,4.068519,0.070767164
FBXO33,0.005028040902668512,0.9518968730087258,3.1912322,3.6693509,-0.20141125
HSPD1,0.005028040902668512,0.9518968730087258,3.3912508,3.0500834,0.15296876
ENSG00000227723,0.005028040902668512,0.9518968730087258,0.98148096,1.9371948,-0.9809361
UQCR10,0.005377821673384938,0.9651290673023466,3.6609175,4.1005783,-0.16362202
ATP8A1,0.005377821673384938,0.9651290673023466,4.787965,4.3421826,0.14099193
CTIF,0.005377821673384938,0.9651290673023466,4.8941503,4.6465936,0.07488513
LINC00511,0.005377821673384938,0.9651290673023466,1.6438845,2.0859182,-0.34357345
ACSL5,0.005377821673384938,0.9651290673023466,1.1003681,1.7081221,-0.63442445
MYL9,0.005377821673384938,0.9651290673023466,5.234757,4.849661,0.11023855
ENSG00000255348,0.005377821673384938,0.9651290673023466,0.25135997,0.68053883,-1.436919
ENSG00000259370,0.005377821673384938,0.9651290673023466,1.9419506,2.5776353,-0.4085415
LITAF,0.0055608241914647406,0.9656631247019849,2.6085482,1.9117326,0.44836617
CLINT1,0.0057494275562622816,0.9505457695414996,3.626329,3.5751085,0.020522714
PTPN21,0.0057494275562622816,0.9505457695414996,4.092452,3.8854194,0.07489526
DLGAP4-AS1,0.0057494275562622816,0.9505457695414996,3.4432185,3.202994,0.10433662
NDUFB3,0.0057494275562622816,0.9505457695414996,3.0891764,3.5708544,-0.20904708
KMT2D,0.0057494275562622816,0.9505457695414996,2.80515,2.3550265,0.2523346
TBCE,0.0057494275562622816,0.9505457695414996,1.8826478,2.5134144,-0.41688526
CA1,0.0057494275562622816,0.9505457695414996,2.5662792,3.466982,-0.43400204
MED23,0.0057494275562622816,0.9505457695414996,3.6151528,3.9194064,-0.11657846
MRPL50,0.0057494275562622816,0.9505457695414996,2.281198,2.8563495,-0.32438076
CPNE8,0.0057494275562622816,0.9505457695414996,2.6761606,3.7323818,-0.4799317
IGFBP7,0.0057494275562622816,0.9505457695414996,4.968278,4.429662,0.16554904
EML2,0.0057494275562622816,0.9505457695414996,3.3752666,3.104426,0.12067497
PNO1,0.0057494275562622816,0.9505457695414996,2.1987605,1.6199936,0.44070214
SLC30A10,0.006144033721726997,0.9416170538098175,2.1296325,2.8605814,-0.42570376
CHCHD7,0.006144033721726997,0.9416170538098175,2.2924523,2.8378987,-0.30793118
EHD4-AS1,0.006144033721726997,0.9416170538098175,1.2690198,1.9088904,-0.5890193
LINC01152,0.006144033721726997,0.9416170538098175,0.20419122,0.6198764,-1.6020551
GRXCR1,0.006144033721726997,0.9416170538098175,0.2455437,0.66263026,-1.4322205
ITGA5,0.006144033721726997,0.9416170538098175,2.9539707,2.505391,0.23761964
PCAT7,0.006144033721726997,0.9416170538098175,0.70209545,1.3122084,-0.9022568
TTC39C,0.006144033721726997,0.9416170538098175,3.0824428,3.7257686,-0.27346385
DPY19L2,0.006144033721726997,0.9416170538098175,6.313758,6.7566977,-0.09781933
ENSG00000249001,0.006144033721726997,0.9416170538098175,0.802913,1.3771662,-0.77838624
LGALS3BP,0.006562865656429472,0.9318497130287917,2.5008812,2.966302,-0.24622881
EIF2AK3-DT,0.006562865656429472,0.9318497130287917,0.4354594,0.045998182,3.2428613
CCDC102B,0.006562865656429472,0.9318497130287917,2.6239748,3.1923616,-0.28287017
P4HA1,0.006562865656429472,0.9318497130287917,5.62726,6.014708,-0.09606218
MYO5A,0.006562865656429472,0.9318497130287917,4.69269,4.411956,0.08899665
GALNTL6,0.006562865656429472,0.9318497130287917,2.343418,3.0602179,-0.38502002
SLC7A1,0.006562865656429472,0.9318497130287917,3.3838384,2.8745043,0.23534739
SUSD6,0.006562865656429472,0.9318497130287917,3.5837684,3.012817,0.2503643
GFPT1,0.006562865656429472,0.9318497130287917,3.7828984,3.4198835,0.14554477
CCNL2,0.006562865656429472,0.9318497130287917,3.8930418,3.7443006,0.056201577
DNAJC5B,0.006562865656429472,0.9318497130287917,0.38546246,1.0511016,-1.4472373
TEAD3,0.006562865656429472,0.9318497130287917,3.4324446,3.0844953,0.15420187
NQO2,0.006562865656429472,0.9318497130287917,3.4618683,3.1461022,0.13798523
MRPS28,0.006562865656429472,0.9318497130287917,0.7162184,1.3037102,-0.86415076
SLC18B1,0.006562865656429472,0.9318497130287917,1.8303401,2.476939,-0.4364463
HELZ-AS1,0.006781763333003183,0.9196528277080384,0.26662317,0.81203806,-1.6067415
LINGO4,0.007007200473489333,0.9293395880718984,0.1130158,0.6648886,-2.5565777
LINC01151,0.007007200473489333,0.9293395880718984,1.5834712,2.142842,-0.4364347
EIF4G3,0.007007200473489333,0.9293395880718984,5.2983446,5.085805,0.05906558
FAM83A,0.007007200473489333,0.9293395880718984,0.43956995,0.8727809,-0.9895252
CYP1B1-AS1,0.007007200473489333,0.9293395880718984,1.1527711,1.8510079,-0.68320453
NAV2,0.007007200473489333,0.9293395880718984,5.76551,5.3510346,0.10763025
ENSG00000224277,0.007007200473489333,0.9293395880718984,0.084627315,0.3933394,-2.216566
ENSG00000253553,0.00723934499533197,0.9394801585877585,1.4700898,1.8595798,-0.33907217
IRX2,0.00747836820258464,0.9475740245353703,0.8210513,1.5832773,-0.94736886
NDUFA5,0.00747836820258464,0.9475740245353703,3.943017,4.4504094,-0.17463803
MYO3A,0.00747836820258464,0.9475740245353703,1.4987376,2.0014186,-0.41727495
UBE2Q2P16,0.00747836820258464,0.9475740245353703,3.2986884,4.1198535,-0.32070053
FYN,0.00747836820258464,0.9475740245353703,4.278031,3.8796957,0.14100337
C20orf173,0.00747836820258464,0.9475740245353703,0.056010656,0.2630016,-2.2312782
CSRP1-AS1,0.00747836820258464,0.9475740245353703,3.3208492,3.7836988,-0.18824506
GPR137,0.00747836820258464,0.9475740245353703,2.24795,1.7652647,0.3487252
FAM120AOS,0.007724444824813939,0.9488684436710374,2.7118342,2.2699416,0.2566136
SEC14L1,0.007724444824813939,0.9488684436710374,3.3006375,2.6641862,0.3090496
NFATC2,0.007724444824813939,0.9488684436710374,3.1646266,2.2343223,0.50219774
PHLDB3,0.007724444824813939,0.9488684436710374,2.1662693,1.5945051,0.44210374
APOLD1,0.007977753055512,0.9556675099451546,1.6177477,2.0804753,-0.36292642
RRAGA,0.007977753055512,0.9556675099451546,1.7233927,2.2726038,-0.39909452
RFC3,0.007977753055512,0.9556675099451546,3.2947464,3.8123298,-0.21050537
ATRNL1,0.007977753055512,0.9556675099451546,4.017499,4.803322,-0.25773478
PPP5C,0.007977753055512,0.9556675099451546,3.6685393,3.4886098,0.072553515
FAM168B,0.007977753055512,0.9556675099451546,4.114407,3.9998097,0.040753245
DGKH,0.008506794662649461,0.9617658527729868,4.3558474,3.9509614,0.14074957
MLIP,0.008506794662649461,0.9617658527729868,7.4506865,7.8321943,-0.07204318
NCKAP5L,0.008506794662649461,0.9617658527729868,3.681831,3.5003984,0.07290423
DRG1,0.008506794662649461,0.9617658527729868,3.8860397,3.7232914,0.06172204
ATAD2,0.008506794662649461,0.9617658527729868,4.444506,5.1271367,-0.20613003
ZAN,0.008506794662649461,0.9617658527729868,0.9349896,1.5050507,-0.6867892
SREBF2,0.008506794662649461,0.9617658527729868,4.7298164,4.523802,0.06424856
BRF1,0.008506794662649461,0.9617658527729868,3.1184452,2.8000739,0.15536189
ACER2,0.008506794662649461,0.9617658527729868,1.64888,1.106056,0.5760616
ENSG00000277151,0.008506794662649461,0.9617658527729868,0.087030955,0.3788637,-2.1220655
CEP170,0.008506794662649461,0.9617658527729868,4.380291,4.1514583,0.07740855
ENSG00000250842,0.008506794662649461,0.9617658527729868,1.4608167,2.1490037,-0.5568926
SLC26A3,0.008506794662649461,0.9617658527729868,4.1314692,4.9134398,-0.25007844
LINC02071,0.008506794662649461,0.9617658527729868,0.19991258,0.49454987,-1.3067425
KCNQ4,0.008506794662649461,0.9617658527729868,1.9317614,1.2636677,0.6122994
NYAP2,0.008506794662649461,0.9617658527729868,0.5119701,1.090877,-1.0913554
GATD1-DT,0.008506794662649461,0.9617658527729868,2.712868,2.3591342,0.20156121
LRRC58,0.008506794662649461,0.9617658527729868,3.025208,3.4528036,-0.19073391
YAP1,0.009066989275563804,0.9599078383050837,4.560803,4.32028,0.07816291
RASEF,0.009066989275563804,0.9599078383050837,1.2014979,1.7989696,-0.5823363
SAMSN1,0.009066989275563804,0.9599078383050837,1.0649073,1.7549162,-0.72067374
LINC02984,0.009066989275563804,0.9599078383050837,4.140267,4.5056243,-0.12200332
CKAP2,0.009066989275563804,0.9599078383050837,1.6938767,1.0590038,0.67762065
COX6C,0.009066989275563804,0.9599078383050837,3.617167,4.0487094,-0.16260195
MANEA,0.009066989275563804,0.9599078383050837,1.8695136,2.3710542,-0.34286547
FLVCR2,0.009066989275563804,0.9599078383050837,1.4831107,2.2442276,-0.5975924
HPSE2,0.009066989275563804,0.9599078383050837,2.0265734,2.4458165,-0.2712736
ENSG00000223720,0.009066989275563804,0.9599078383050837,0.24662934,0.6345769,-1.363447
LINC00581,0.009066989275563804,0.9599078383050837,0.33678353,0.78240967,-1.2161002
TIMM8A,0.009359252307441581,0.9613346050937229,2.4062743,1.8623853,0.3696494
SRRT,0.009359252307441581,0.9613346050937229,2.4719603,2.012089,0.2969613
ENSG00000250397,0.009359252307441581,0.9613346050937229,1.744449,1.1521581,0.5984323
FASN,0.009659890930817379,0.9575788389653794,0.9809186,0.569683,0.7839729
FGF18,0.009659890930817379,0.9575788389653794,2.1935637,2.8826706,-0.39412928
IQCM,0.009659890930817379,0.9575788389653794,1.095357,1.8133103,-0.72722423
ZMPSTE24,0.009659890930817379,0.9575788389653794,3.0886374,2.864143,0.10886693
TNS3,0.009659890930817379,0.9575788389653794,4.1518865,3.825955,0.11794722
VDR,0.009659890930817379,0.9575788389653794,0.500445,1.094606,-1.1291265
TMEM140,0.009659890930817379,0.9575788389653794,2.8340366,3.431718,-0.27607262
STARD9,0.009659890930817379,0.9575788389653794,3.6761458,3.4275692,0.10100818
RAB6A,0.009659890930817379,0.9575788389653794,4.370062,4.2403693,0.043463945
SNX13,0.009659890930817379,0.9575788389653794,4.4574842,4.819393,-0.112621784
ENSG00000273437,0.009659890930817379,0.9575788389653794,1.6449001,2.210784,-0.4265579
TRAF6,0.009659890930817379,0.9575788389653794,3.5095892,3.2819874,0.09673238
ENSG00000232130,0.009659890930817379,0.9575788389653794,0.19623265,0.70577925,-1.8466468
RGS3,0.009659890930817379,0.9575788389653794,4.481194,4.1760645,0.10173917
CDH11,0.009969108612913322,0.956796595222671,1.1575394,0.5636502,1.0381879
SH3BP4,0.009969108612913322,0.956796595222671,1.5588995,1.0439663,0.57845235
KIF27,0.01028711256984944,0.9532066150135347,3.1617928,3.637422,-0.20217347
LMOD2,0.01028711256984944,0.9532066150135347,6.0114756,6.597429,-0.1341846
SLC30A5,0.01028711256984944,0.9532066150135347,4.0435596,3.9730551,0.025377035
UBE2O,0.01028711256984944,0.9532066150135347,4.4641237,4.2635913,0.06630802
LONP1,0.01028711256984944,0.9532066150135347,3.3337054,3.0904567,0.109306574
ENSG00000259543,0.01028711256984944,0.9532066150135347,1.5041733,2.1605375,-0.5224193
PHLDB1,0.01028711256984944,0.9532066150135347,3.5895119,3.3605108,0.09510708
THUMPD1,0.01028711256984944,0.9532066150135347,3.0356889,3.417008,-0.17070961
LMAN2L,0.01028711256984944,0.9532066150135347,3.2849545,3.152732,0.05927086
LCDR,0.01028711256984944,0.9532066150135347,2.0226927,2.627832,-0.37759578
RXYLT1,0.01028711256984944,0.9532066150135347,2.947538,3.3700824,-0.19327343
NODAL,0.01028711256984944,0.9532066150135347,1.2130241,1.6976515,-0.48493177
DUS2,0.01028711256984944,0.9532066150135347,2.4889371,2.1816893,0.19008398
SNAP47,0.01028711256984944,0.9532066150135347,3.773421,4.1661134,-0.14282906
PRELID2,0.01028711256984944,0.9532066150135347,3.7078726,4.2684393,-0.2031169
ENSG00000254002,0.01028711256984944,0.9532066150135347,1.0808575,2.0829284,-0.9464363
RMDN3,0.010614113798863586,0.9506622592837449,2.9869587,2.5304327,0.2392931
ANGPT1,0.010614113798863586,0.9506622592837449,1.4492613,2.1907458,-0.5961041
MGAT4A,0.010950327109633552,0.9323421367630853,3.3455913,3.003349,0.155689
ARHGAP29-AS1,0.010950327109633552,0.9323421367630853,0.25739026,0.61993724,-1.2681613
OPTN,0.010950327109633552,0.9323421367630853,3.9224563,3.7096376,0.080479145
SAP30-DT,0.010950327109633552,0.9323421367630853,2.0872743,2.7288823,-0.3866899
FOXK1,0.010950327109633552,0.9323421367630853,4.3865457,3.9946156,0.13502848
ENSG00000235978,0.010950327109633552,0.9323421367630853,2.9458094,2.547832,0.20939386
ACVR1C,0.010950327109633552,0.9323421367630853,1.4452535,1.924164,-0.41290903
HS6ST1,0.010950327109633552,0.9323421367630853,2.3875868,2.898732,-0.27986872
CHMP5,0.010950327109633552,0.9323421367630853,2.0055385,2.5233848,-0.33137047
RARRES2,0.010950327109633552,0.9323421367630853,0.32197872,0.8043376,-1.3208332
CD8A,0.010950327109633552,0.9323421367630853,0.59852433,0.18538073,1.6909134
TRAPPC10,0.010950327109633552,0.9323421367630853,3.8943827,3.7557225,0.05230415
EOGT,0.010950327109633552,0.9323421367630853,3.79261,3.5203698,0.107463956
POLD3,0.010950327109633552,0.9323421367630853,2.7952857,3.4479287,-0.30273414
CATSPERE,0.010950327109633552,0.9323421367630853,2.1717691,2.7365427,-0.33348358
ENSG00000265542,0.010950327109633552,0.9323421367630853,3.4126995,4.265358,-0.32175338
PSMD14-DT,0.010950327109633552,0.9323421367630853,1.5302558,1.9484285,-0.34853798
ENSG00000257239,0.010950327109633552,0.9323421367630853,0.93545526,1.6369501,-0.8072691
E4F1,0.010950327109633552,0.9323421367630853,2.6428359,2.4742658,0.09508622
ENSG00000256538,0.010950327109633552,0.9323421367630853,0.29656798,0.6764607,-1.1896405
MCAM,0.010950327109633552,0.9323421367630853,3.0469198,2.7510033,0.1473937
TBX1,0.010950327109633552,0.9323421367630853,0.5803188,0.09414556,2.623868
EPHA4,0.010950327109633552,0.9323421367630853,3.8523266,3.261587,0.24015594
EVI5L,0.010950327109633552,0.9323421367630853,2.6750426,2.1025133,0.3474468
THOC3,0.010950327109633552,0.9323421367630853,1.9920243,2.4958477,-0.32529455
ATXN7L1,0.010950327109633552,0.9323421367630853,4.543894,4.417463,0.040711164
PICART1,0.011295971154657334,0.9149736635272441,1.113483,0.6690665,0.7348571
C18orf63,0.011295971154657334,0.9149736635272441,0.57556623,1.098412,-0.9323642
MLLT1,0.011295971154657334,0.9149736635272441,2.1283104,1.6541898,0.36358362
PDGFB,0.011651268458646766,0.9205836924871216,1.0161412,0.48506287,1.0668555
NDUFA4,0.011651268458646766,0.9205836924871216,4.06367,4.4849954,-0.14232302
IL12RB1,0.011651268458646766,0.9205836924871216,0.6950162,1.2335019,-0.8276405
TMUB2,0.011651268458646766,0.9205836924871216,2.5891798,3.0118723,-0.2181654
TRMO,0.011651268458646766,0.9205836924871216,2.1063147,2.5017307,-0.24820542
CLVS1,0.011651268458646766,0.9205836924871216,1.86582,2.2918916,-0.2967288
LINC02097,0.011651268458646766,0.9205836924871216,1.1533513,1.7493315,-0.6009713
NFKBIA,0.011651268458646766,0.9205836924871216,3.456824,4.0294156,-0.22112346
TUSC1,0.011651268458646766,0.9205836924871216,1.0710515,1.8353618,-0.77703613
ENSG00000250043,0.011651268458646766,0.9205836924871216,2.3559785,3.431118,-0.5423522
TMEM164,0.011651268458646766,0.9205836924871216,5.442779,5.7842894,-0.08779621
UNC45A,0.011651268458646766,0.9205836924871216,2.738951,2.4713697,0.14831245
TLE1-DT,0.01201644544688888,0.9281694726304122,1.2444804,1.7018182,-0.45153317
TTLL10,0.01201644544688888,0.9281694726304122,0.1943395,0.43773177,-1.171464
STRBP,0.0123917324725297,0.9391260233027375,4.964281,5.3186483,-0.09947467
ENSG00000241962,0.0123917324725297,0.9391260233027375,3.9625258,4.354078,-0.13594687
SDK2,0.0123917324725297,0.9391260233027375,3.0820596,2.472581,0.31787694
ADO,0.0123917324725297,0.9391260233027375,1.3969147,2.0525234,-0.5551543
SHISA3,0.0123917324725297,0.9391260233027375,0.23962763,0.6382418,-1.4133053
CAB39,0.0123917324725297,0.9391260233027375,4.6045084,4.3232975,0.090914965
MAP2K3,0.0123917324725297,0.9391260233027375,2.8045764,2.4753122,0.18017232
JARID2,0.0123917324725297,0.9391260233027375,4.8862195,5.3290424,-0.1251576
LAMTOR1,0.0123917324725297,0.9391260233027375,2.044839,2.4426782,-0.25647652
SLC44A2,0.0123917324725297,0.9391260233027375,3.2488706,3.053535,0.08945787
NUDT15,0.012777363842733324,0.9504468672908998,0.80719495,1.2110773,-0.5853013
MPV17L2,0.012777363842733324,0.9504468672908998,1.4523298,1.1089348,0.38919428
ZFP1,0.013173577843670138,0.946380422590803,1.8115197,1.3565831,0.41722283
RAG1,0.013173577843670138,0.946380422590803,1.1443204,1.6407529,-0.5198666
MPLKIP,0.013173577843670138,0.946380422590803,3.0262122,3.4799626,-0.20155859
LINC01980,0.013173577843670138,0.946380422590803,0.26726434,0.8103818,-1.6003308
GATA4,0.013173577843670138,0.946380422590803,5.6093082,5.3226204,0.07568598
PPP1R9A,0.013173577843670138,0.946380422590803,5.8569236,5.7984805,0.014468193
